GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS522176394	2017-07-30 21:22:38	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lone Star Road, Isney	L6138587	P	31.7703536	-88.4356499	2017-07-30	12:05:00	obsr172983	S38401739	Traveling	P22	EBIRD	37	2.092		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522183988	2017-07-30 21:34:11	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Sam Wilson Road, Cullomburg	L6138679	P	31.7280211	-88.2975912	2017-07-30	14:32:00	obsr172983	S38402116	Traveling	P22	EBIRD	28	2.092		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527441066	2017-08-24 13:56:25	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Big Tallawampa Creek	L6210472	P	31.8605373	-88.1608844	2017-08-23	07:15:00	obsr172983	S38799604	Traveling	P22	EBIRD	208	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848727	2021-03-18 21:08:08.073181	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				21					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557487	2017-08-15 11:29:06	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603980	2021-03-24 07:41:12.632975	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				9					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523601229	2018-08-06 16:08:59	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				7					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-04	10:50:00	obsr172983	S38509674	Traveling	P22	EBIRD	135	5.633		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603989	2021-03-24 07:41:12.632975	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526857099	2017-08-21 16:06:21	32859	species	avibase-4D207AF6	Black-and-white Warbler	Mniotilta varia				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-20	12:15:00	obsr172983	S38752562	Traveling	P22	EBIRD	131	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848731	2021-03-18 21:08:08.073181	9782	species	avibase-3558066B	Belted Kingfisher	Megaceryle alcyon				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523601238	2018-08-06 16:08:59	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-04	10:50:00	obsr172983	S38509674	Traveling	P22	EBIRD	135	5.633		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527138615	2021-04-01 01:27:56.862435	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				32					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-08-20	14:49:00	obsr172983	S38775763	Traveling	P22	EBIRD	78	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526850031	2021-03-18 21:08:08.073181	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				17					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Broad St., Lisman, AL	L6018979	P	32.1709265	-88.2844591	2017-08-20	09:40:00	obsr172983	S38751996	Traveling	P22	EBIRD	23	2.253		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557496	2017-08-15 11:29:06	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848725	2021-03-18 21:08:08.073181	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525559054	2017-08-15 11:37:40	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Thompson Road, Toxey	L6184337	P	31.9190202	-88.2976341	2017-08-13	13:02:00	obsr172983	S38656351	Traveling	P22	EBIRD	9	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523604806	2017-08-06 14:36:58	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Christopher Chapel Road, Jachin	L5962192	P	32.2449656	-88.1881356	2017-08-04	16:02:00	obsr172983	S38509931	Traveling	P22	EBIRD	19	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525560885	2017-08-15 11:46:29	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Souwilpa Road (unpaved portion)	L6184360	P	31.8166052	-88.3493042	2017-08-13	13:35:00	obsr172983	S38656501	Traveling	P22	EBIRD	44	4.667		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557482	2017-08-15 11:29:06	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				9					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603975	2021-03-24 07:41:12.632975	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848723	2021-03-18 21:08:08.073181	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523601219	2018-08-06 16:08:59	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-04	10:50:00	obsr172983	S38509674	Traveling	P22	EBIRD	135	5.633		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523604807	2017-08-06 14:36:58	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Christopher Chapel Road, Jachin	L5962192	P	32.2449656	-88.1881356	2017-08-04	16:02:00	obsr172983	S38509931	Traveling	P22	EBIRD	19	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527441072	2017-08-24 13:56:25	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Big Tallawampa Creek	L6210472	P	31.8605373	-88.1608844	2017-08-23	07:15:00	obsr172983	S38799604	Traveling	P22	EBIRD	208	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525559055	2017-08-15 11:37:40	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Thompson Road, Toxey	L6184337	P	31.9190202	-88.2976341	2017-08-13	13:02:00	obsr172983	S38656351	Traveling	P22	EBIRD	9	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557472	2017-08-15 11:29:06	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603985	2021-03-24 07:41:12.632975	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848728	2021-03-18 21:08:08.073181	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603997	2021-03-24 07:41:12.632975	32732	species	avibase-1E1AB415	Brown-headed Cowbird	Molothrus ater				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527441081	2017-08-24 13:56:25	32732	species	avibase-1E1AB415	Brown-headed Cowbird	Molothrus ater				16					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Big Tallawampa Creek	L6210472	P	31.8605373	-88.1608844	2017-08-23	07:15:00	obsr172983	S38799604	Traveling	P22	EBIRD	208	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603977	2021-03-24 07:41:12.632975	27103	species	avibase-C8F9F2D0	Brown Thrasher	Toxostoma rufum				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848744	2021-03-18 21:08:08.073181	27103	species	avibase-C8F9F2D0	Brown Thrasher	Toxostoma rufum				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525560889	2017-08-15 11:46:29	27103	species	avibase-C8F9F2D0	Brown Thrasher	Toxostoma rufum				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Souwilpa Road (unpaved portion)	L6184360	P	31.8166052	-88.3493042	2017-08-13	13:35:00	obsr172983	S38656501	Traveling	P22	EBIRD	44	4.667		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525558128	2017-08-15 11:32:23	8075	species	avibase-79F3C681	Broad-winged Hawk	Buteo platypterus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Broad-winged Hawk incidental 1	L6184333	P	31.9184556	-88.2531416	2017-08-13	12:18:00	obsr172983	S38656256	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526857115	2017-08-21 16:06:21	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-20	12:15:00	obsr172983	S38752562	Traveling	P22	EBIRD	131	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603991	2021-03-24 07:41:12.632975	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				7					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526851846	2017-08-21 15:43:50	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Saltwell Road,NW of Butler	L6201979	P	32.1345567	-88.2589889	2017-08-20	10:09:00	obsr172983	S38752125	Traveling	P22	EBIRD	22	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523604808	2017-08-06 14:36:58	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Christopher Chapel Road, Jachin	L5962192	P	32.2449656	-88.1881356	2017-08-04	16:02:00	obsr172983	S38509931	Traveling	P22	EBIRD	19	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848720	2021-03-18 21:08:08.073181	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557473	2017-08-15 11:29:06	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523601226	2018-08-06 16:08:59	21254	species	avibase-F941AAD3	Carolina Chickadee	Poecile carolinensis				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-04	10:50:00	obsr172983	S38509674	Traveling	P22	EBIRD	135	5.633		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526857100	2017-08-21 16:06:21	21254	species	avibase-F941AAD3	Carolina Chickadee	Poecile carolinensis				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-20	12:15:00	obsr172983	S38752562	Traveling	P22	EBIRD	131	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526851849	2017-08-21 15:43:50	21254	species	avibase-F941AAD3	Carolina Chickadee	Poecile carolinensis				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Saltwell Road,NW of Butler	L6201979	P	32.1345567	-88.2589889	2017-08-20	10:09:00	obsr172983	S38752125	Traveling	P22	EBIRD	22	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525559053	2017-08-15 11:37:40	21254	species	avibase-F941AAD3	Carolina Chickadee	Poecile carolinensis				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Thompson Road, Toxey	L6184337	P	31.9190202	-88.2976341	2017-08-13	13:02:00	obsr172983	S38656351	Traveling	P22	EBIRD	9	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526857101	2017-08-21 16:06:21	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-20	12:15:00	obsr172983	S38752562	Traveling	P22	EBIRD	131	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603993	2021-03-24 07:41:12.632975	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523601231	2018-08-06 16:08:59	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Wildlife Road Choctaw National Wildlife Refuge	L5829634	P	31.8520259	-88.1628585	2017-08-04	10:50:00	obsr172983	S38509674	Traveling	P22	EBIRD	135	5.633		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848734	2021-03-18 21:08:08.073181	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557486	2017-08-15 11:29:06	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527441070	2017-08-24 13:56:25	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Big Tallawampa Creek	L6210472	P	31.8605373	-88.1608844	2017-08-23	07:15:00	obsr172983	S38799604	Traveling	P22	EBIRD	208	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527138605	2021-04-01 01:27:56.862435	6501	species	avibase-BC06BC0D	Caspian Tern	Hydroprogne caspia				7					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-08-20	14:49:00	obsr172983	S38775763	Traveling	P22	EBIRD	78	2.414		2	1		0	1	1			Terns observed loafing and bathing on sandbar located in the middle of the river below the dam at a distance of approximately 250 yards (one tern flew within 100 yards) with 10x42 binoculars; sun angle was favorable.  Large tern (Snowy Egret standing within a few yards of these birds provided a good size comparison); all black cap, large red bill; light gray back and wings were all observed.	
URN:CornellLabOfOrnithology:EBIRD:OBS523603996	2021-03-24 07:41:12.632975	7247	species	avibase-6CCDAC53	Cattle Egret	Bubulcus ibis				36					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557475	2017-08-15 11:29:06	7247	species	avibase-6CCDAC53	Cattle Egret	Bubulcus ibis				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523604805	2017-08-06 14:36:58	7247	species	avibase-6CCDAC53	Cattle Egret	Bubulcus ibis				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Christopher Chapel Road, Jachin	L5962192	P	32.2449656	-88.1881356	2017-08-04	16:02:00	obsr172983	S38509931	Traveling	P22	EBIRD	19	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848740	2021-03-18 21:08:08.073181	7247	species	avibase-6CCDAC53	Cattle Egret	Bubulcus ibis				73					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	1			Single flock.  Count is accurate.	
URN:CornellLabOfOrnithology:EBIRD:OBS525560886	2017-08-15 11:46:29	2206	species	avibase-F9AED548	Common Ground Dove	Columbina passerina				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Souwilpa Road (unpaved portion)	L6184360	P	31.8166052	-88.3493042	2017-08-13	13:35:00	obsr172983	S38656501	Traveling	P22	EBIRD	44	4.667		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526846770	2017-08-21 15:20:57	32752	species	avibase-8BBB3255	Common Grackle	Quiscalus quiscula				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Jachin, junction of Alabama Highway 17 and Choctaw Co Rd 156	L6018888	P	32.2298650	-88.1679654	2017-08-20	07:39:00	obsr172983	S38751716	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523603992	2021-03-24 07:41:12.632975	32921	species	avibase-BA4C8A02	Common Yellowthroat	Geothlypis trichas				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-04	14:45:00	obsr172983	S38509876	Traveling	P22	EBIRD	76	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557483	2017-08-15 11:29:06	32921	species	avibase-BA4C8A02	Common Yellowthroat	Geothlypis trichas				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525557474	2017-08-15 11:29:06	7909	species	avibase-EB98812F	Cooper's Hawk	Accipiter cooperii				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-13	09:40:00	obsr172983	S38656196	Traveling	P22	EBIRD	76	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527138611	2021-04-01 01:27:56.862435	7071	species	avibase-3AC46C54	Double-crested Cormorant	Nannopterum auritum				10					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-08-20	14:49:00	obsr172983	S38775763	Traveling	P22	EBIRD	78	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526851848	2017-08-21 15:43:50	10892	species	avibase-1B2A6386	Downy Woodpecker	Dryobates pubescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Saltwell Road,NW of Butler	L6201979	P	32.1345567	-88.2589889	2017-08-20	10:09:00	obsr172983	S38752125	Traveling	P22	EBIRD	22	1.127		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527441079	2017-08-24 13:56:25	10892	species	avibase-1B2A6386	Downy Woodpecker	Dryobates pubescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Big Tallawampa Creek	L6210472	P	31.8605373	-88.1608844	2017-08-23	07:15:00	obsr172983	S38799604	Traveling	P22	EBIRD	208	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS526848743	2021-03-18 21:08:08.073181	27185	species	avibase-A8347C7D	Eastern Bluebird	Sialia sialis				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-08-20	07:42:00	obsr172983	S38751901	Traveling	P22	EBIRD	99	1.287		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525560888	2017-08-15 11:46:29	27185	species	avibase-A8347C7D	Eastern Bluebird	Sialia sialis				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Souwilpa Road (unpaved portion)	L6184360	P	31.8166052	-88.3493042	2017-08-13	13:35:00	obsr172983	S38656501	Traveling	P22	EBIRD	44	4.667		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS527138610	2021-04-01 01:27:56.862435	16800	species	avibase-082D833C	Eastern Kingbird	Tyrannus tyrannus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-08-20	14:49:00	obsr172983	S38775763	Traveling	P22	EBIRD	78	2.414		2	1		0	1	0				
